ticker,compamy_name
UUL,Ultima United Ltd
LKO,Lakes Oil NL
KRM,Kingsrose Mining Ltd
CBL,Control Bionics Ltd
ASW,Advanced Share Registry Ltd
INP,Incentiapay Ltd
CLA,Celsius Resources Ltd
HYD,HYDRIX Ltd
AFL,Af Legal Group Ltd
8CO,8COMMON Ltd
VYS,Vysarn Ltd
APH,Australian Primary Hemp Ltd
K2F,K2FLY Ltd
GTE,Great Western Exploration Ltd
TRU,Truscreen Group Ltd
AL3,AML3D Ltd
CLH,Collection House Ltd
PO3,Purifloh Ltd
PTG,Proptech Group Ltd
PNC,Pioneer Credit Ltd
MPX,Mustera Property Group Ltd
OVN,Oventus Medical Ltd
ADX,ADX Energy Ltd
MDI,Middle Island Resources Ltd
AME,Alto Metals Ltd
GME,GME Resources Ltd
XST,Xstate Resources Ltd
AIQ,Alternative Investment Trust
GAL,Galileo Mining Ltd
PXS,Pharmaxis Ltd
LCD,Latitude Consolidated Ltd
ECS,ECS Botanics Holdings Ltd
EM1,Emerge Gaming Ltd
KAU,Kaiser Reef Ltd
RDM,Red Metal Ltd
MVOL,Ishares Edge MSCI Australia Minimum Volatility ETF
DVDY,Vaneck Vectors Morningstar Australian Moat Income ETF
RNO,Rhinomed Ltd
PAA,Pharmaust Ltd
SMG,Soon Mining Ltd
FOD,The Food Revolution Group Ltd
CWX,Carawine Resources Ltd
CT1,Constellation Technologies Ltd
INES,Intelligent Investor Ethical Share Fund (Managed Fund)
TTB,Total Brain Ltd
BRK,Brookside Energy Ltd
9SP,9 Spokes International Ltd
GMN,Gold Mountain Ltd
AXI,Axiom Properties Ltd
BSR,Bassari Resources Ltd
AIV,Activex Ltd
WLD,Wellard Ltd
ARR,American Rare EARTHS Ltd
LPGD,Loftus Peak Global Disruption Fund (Managed Fund)
FLX,FELIX Group Holdings Ltd
HT8,Harris Technology Group Ltd
NWE,Norwest Energy NL
BWF,Blackwall Ltd
EINC,Betashares Legg Mason Equity Income Fund (Managed Fund)
MFD,Mayfield Childcare Ltd
YBR,Yellow Brick Road Holdings Ltd
HXG,Hexagon Energy Materials Ltd
HPP,Health and Plant Protein Group Ltd
NAG,Nagambie Resources Ltd
DJWN,Djerriwarrh Investments Ltd
VN8,VONEX Ltd
PG1,Pearl Global Ltd
MEY,Marenica Energy Ltd
SRN,Surefire Resources NL
WAK,Wa Kaolin Ltd
MIL,Millennium Services Group Ltd
PNX,PNX Metals Ltd
CHK,Cohiba Minerals Ltd
IBG,Ironbark ZINC Ltd
AU1,The Agency Group Australia Ltd
FEL,Fe Ltd
VETH,Vanguard Ethically Conscious Australian Shares ETF
LBT,LBT Innovations Ltd
MR1,Montem Resources Ltd
CGN,Crater Gold Mining Ltd
HNG,HGL Ltd
SRJ,SRJ Technologies Group Plc
AUMF,Ishares Edge MSCI Australia Multifactor ETF
VMC,Venus Metals Corporation Ltd
KLO,Kingsland Global Ltd
SSO,SPDR S&P/ASX Small Ordinaries Fund
AGR,Aguia Resources Ltd
AMG,Ausmex Mining Group Ltd
AHF,Australian Dairy Nutritionals Group
GOVT,SPDR S&P/ASX Australian Government Bond Fund
DCL,Domacom Ltd
PTR,Petratherm Ltd
AQX,Alice QUEEN Ltd
PRX,Prodigy Gold NL
SPA,Spacetalk Ltd
ORM,Orion Metals Ltd
LMG,Latrobe Magnesium Ltd
RWD,Reward Minerals Ltd
COD,Coda Minerals Ltd
SUP,Superior Lake Resources Ltd
CNB,Carnaby Resources Ltd
CNW,Cirrus Networks Holdings Ltd
GMC,Gulf Manganese Corporation Ltd
HRR,Heron Resources Ltd
YTMDO1,Equity Trustees Ltd
ATX,Amplia Therapeutics Ltd
UCM,Uscom Ltd
TIA,Tian An Australia Ltd
RDN,Raiden Resources Ltd
CNJ,Conico Ltd
ECP,ECP Emerging Growth Ltd
FOOD,Betashares Global Agriculture ETF - Currency Hedged
MMJ,MMJ Group Holdings Ltd
NYR,Nyrada Inc
AON,Apollo Minerals Ltd
EIGA,Einvest Income Generator Fund (Managed Fund)
AHC,Austco Healthcare Ltd
MAUCA,Magnetic Resources NL
CYM,Cyprium Metals Ltd
PNL,Paringa Resources Ltd
GSN,Great Southern Mining Ltd
ECG,Ecargo Holdings Ltd
HVM,Happy Valley Nutrition Ltd
VEC,Vector Resources Ltd
EGY,Energy Technologies Ltd
TPC,TPC Consolidated Ltd
PPL,Pureprofile Ltd
JXT,Jaxsta Ltd
CCG,Comms Group Ltd
CLI,Croplogic Ltd
SI6,SI6 Metals Ltd
MAG,Magmatic Resources Ltd
EMB,Embelton Ltd
AD1,AD1 Holdings Ltd
BPP,Babylon Pump & Power Ltd
BMH,Baumart Holdings Ltd
MVL,Marvel Gold Ltd
ADY,Admiralty Resources NL
OAR,OAR Resources Ltd
INV,Investsmart Group Ltd
AS1,Angel Seafood Holdings Ltd
MKG,Mako Gold Ltd
A1G,African Gold Ltd
TTI,Traffic Technologies Ltd
DHHF,Betashares Diversified All Growth ETF
OLL,Openlearning Ltd
BEM,Blackearth Minerals NL
KNO,Knosys Ltd
QMIX,SPDR MSCI World Quality MIX Fund
CM8,Crowd Media Holdings Ltd
RIE,Riedel Resources Ltd
JDR,Jadar Resources Ltd
MTC,Metalstech Ltd
CAV,Carnavale Resources Ltd
AGX1,Antipodes Global Shares (Quoted Managed Fund)
CETF,Vaneck Vectors Ftse China A50 ETF
ODA,Orcoda Ltd
BNZ,BENZ Mining Corp
EVE,EVE Investments Ltd
FRX,Flexiroam Ltd
BUY,Bounty Oil & Gas NL
MGL,Magontec Ltd
EMU,EMU NL
MCT,Metalicity Ltd
SKS,SKS Technologies Group Ltd
GMR,Golden Rim Resources Ltd
MPR,Mpower Group Ltd
CG1,Carbonxt Group Ltd
VAL,Valor Resources Ltd
ASQ,Australian Silica Quartz Group Ltd
NXM,Nexus Minerals Ltd
UCW,UCW Ltd
VGMF,Vanguard Global Multi-Factor Active ETF (Managed Fund)
CAQ,CAQ Holdings Ltd
BCT,Bluechiip Ltd
NGE,NGE Capital Ltd
IDA,Indiana Resources Ltd
SCL,Schrole Group Ltd
ESS,Essential Metals Ltd
CE1,Calima Energy Ltd
ANX,ANAX Metals Ltd
YTMQF3,Equity Trustees Ltd
PXX,Polarx Ltd
QEM,QEM Ltd
AUST,Betashares Managed Risk Australian Share Fund (Managed Fund)
SCU,Stemcell United Ltd
PGM,Platina Resources Ltd
SNG,Siren Gold Ltd
GFL,Global Masters Fund Ltd
SOP,Synertec Corporation Ltd
EMMG,Betashares Legg Mason Emerging Markets Fund (Managed Fund)
CXM,Centrex Metals Ltd
AUK,Aumake Ltd
SBW,Shekel Brainweigh Ltd
DVN,Devine Ltd
SE1,Sensera Ltd
CLT,Cellnet Group Ltd
EMD,Emyria Ltd
HNR,Hannans Ltd
BGT,Bio-Gene Technology Ltd
MHC,Manhattan Corporation Ltd
TV2,TV2U International Ltd
AL8,Alderan Resources Ltd
ICS,Icsglobal Ltd
MAT,Matsa Resources Ltd
DEX,Duke Exploration Ltd
LAW,Lawfinance Ltd
KAM,K2 Asset Management Holdings Ltd
RHI,Red Hill Iron Ltd
VMG,VDM Group Ltd
REZ,Resources & Energy Group Ltd
GLV,Global Oil & Gas Ltd
A1M,Aic Mines Ltd
TAR,Taruga Minerals Ltd
DCX,Discovex Resources Ltd
TLM,Talisman Mining Ltd
ID8,Identitii Ltd
HXL,Hexima Ltd
E200,SPDR S&P/ASX 200 Esg Fund
HAW,Hawthorn Resources Ltd
BCC,Beam Communications Holdings Ltd
JAY,Jayride Group Ltd
3MF,3D Metalforge Ltd
MM8,Medallion Metals Ltd
GBE,Globe Metals & Mining Ltd
YPB,YPB Group Ltd
EGL,Environmental Group Ltd (the)
TCF,360 Capital Enhanced Income Fund
TEG,Triangle Energy (Global) Ltd
WEMG,SPDR S&P Emerging Markets Fund
VOL,Victory Offices Ltd
ISD,Isentia Group Ltd
ZGL,ZICOM Group Ltd
PFG,Prime Financial Group Ltd
MXO,Motio Ltd
NES,Nelson Resources Ltd
ACU,Acumentis Group Ltd
PVE,Po Valley Energy Ltd
MSR,Manas Resources Ltd
MCM,MC Mining Ltd
GLE,GLG Corp Ltd
KYK,KYCKR Ltd
RGL,Riversgold Ltd
CAG,Cape Range Ltd
VOR,Vortiv Ltd
GLH,Global Health Ltd
AAU,Antilles Gold Ltd
LNY,Laneway Resources Ltd
CLDD,Betashares Cloud Computing ETF
AUL,Austar Gold Ltd
VR8,Vanadium Resources Ltd
MBM,Mobecom Ltd
GIB,Gibb River Diamonds Ltd
DMC,Design Milk Co Ltd
SHN,Sunshine Gold Ltd
WSI,Weststar Industrial Ltd
SW1,Swift Media Ltd
BTR,Brightstar Resources Ltd
INCM,Betashares Global Income Leaders ETF
AYM,Australia United Mining Ltd
ROG,Red Sky Energy Ltd
JCS,Jcurve Solutions Ltd
A3D,Aurora Labs Ltd
4CE,Force Commodities Ltd
OLI,Oliver's Real Food Ltd
YTMAZJ,Equity Trustees Ltd
FPP,Fat Prophets Global Property Fund
BTC,BTC Health Ltd
FRM,Farm Pride Foods Ltd
AKO,Akora Resources Ltd
SAU,Southern Gold Ltd
DDD,3D Resources Ltd
OGA,Ocean Grown Abalone Ltd
RIM,Rimfire Pacific Mining NL
AZI,Alta ZINC Ltd
AUH,Austchina Holdings Ltd
PPY,Papyrus Australia Ltd
SPQ,Superior Resources Ltd
PGY,Pilot Energy Ltd
CY5,CYGNUS Gold Ltd
HGL,Hudson Investment Group Ltd
YTMAGL,Equity Trustees Ltd
CGO,CPT Global Ltd
OAU,Ora Gold Ltd
CXU,Cauldron Energy Ltd
HCT,Holista Colltech Ltd
CLZ,Classic Minerals Ltd
TPO,Tian Poh Resources Ltd
SRZ,Stellar Resources Ltd
AJJ,Asian American Medical Group Ltd
AQD,Ausquest Ltd
YTMLL1,Equity Trustees Ltd
ACP,Audalia Resources Ltd
KTA,Krakatoa Resources Ltd
WNR,Wingara AG Ltd
VIG,Victor Group Holdings Ltd
SHO,Sportshero Ltd
HMD,Heramed Ltd
NPM,Newpeak Metals Ltd
TIN,TNT Mines Ltd
AMO,Ambertech Ltd
AIR,Astivita Ltd
GRL,Godolphin Resources Ltd
ZAG,Zuleika Gold Ltd
RLG,Roolife Group Ltd
NSM,North Stawell Minerals Ltd
TKM,Trek Metals Ltd
BIQ,"Buildingiq, Inc"
IQ3,IQ3CORP Ltd
BMG,BMG Resources Ltd
VIC,Victory Mines Ltd
SUD,Suda Pharmaceuticals Ltd
AYI,A1 Investments & Resources Ltd
CNL,Celamin Holdings Ltd
EQE,EQUUS Mining Ltd
AJY,Asaplus Resources Ltd
ABV,Advanced Braking Technology Ltd
FIJ,Fiji Kava Ltd
TDO,3D Oil Ltd
PSL,Paterson Resources Ltd
BEE,Broo Ltd
LSH,Lifespot Health Ltd
DTM,Dart Mining NL
DXN,DXN Ltd
TRL,Tanga Resources Ltd
YTMQF2,Equity Trustees Ltd
2BE,Tubi Ltd
NAE,New Age Exploration Ltd
ONX,Orminex Ltd
SPN,Sparc Technologies Ltd
ELE,Elmore Ltd
NDIA,ETFs-Nam India Nifty 50 ETF
CRS,Caprice Resources Ltd
MOB,Mobilicom Ltd
MRQ,MRG Metals Ltd
DM1,Desert Metals Ltd
KWR,Kingwest Resources Ltd
WEL,Winchester Energy Ltd
ABX,Australian Bauxite Ltd
LIN,Lindian Resources Ltd
CAZ,Cazaly Resources Ltd
KBC,Keybridge Capital Ltd
SMI,Santana Minerals Ltd
ENT,Enterprise Metals Ltd
ARN,Aldoro Resources Ltd
NNG,Nexion Group Ltd
CRL,Comet Resources Ltd
SCT,Scout Security Ltd
LSR,Lodestar Minerals Ltd
RGI,Roto-Gro International Ltd
POU,Betashares British Pound ETF
MEL,Metgasco Ltd
FNX,Finexia Financial Group Ltd
HQLT,Betashares Global Quality Leaders ETF Currency Hedged
BAR,Barra Resources Ltd
MBK,Metal Bank Ltd
GTR,Gti Resources Ltd
LLO,Lion One Metals Ltd
PUA,Peak Minerals Ltd
MEB,Medibio Ltd
EMT,Emetals Ltd
MPH,Mediland Pharm Ltd
RFR,Rafaella Resources Ltd
GUL,Gullewa Ltd
FPL,Fremont Petroleum Corporation Ltd
FZR,Fitzroy River Corporation Ltd
BOA,Boadicea Resources Ltd
ARO,Astro Resources NL
SLZ,Sultan Resources Ltd
HWH,Houston We Have Ltd
LPE,Locality Planning Energy Holdings Ltd
TMR,Tempus Resources Ltd
MCE,Matrix Composites & Engineering Ltd
NRX,Noronex Ltd
RMX,Red Mountain Mining Ltd
ENA,Ensurance Ltd
NC6,Nanollose Ltd
DVL,Dorsavi Ltd
HLX,HELIX Resources Ltd
ADR,Adherium Ltd
DDB,Dynamic Drill and Blast Holdings Ltd
FEI,Fe Investments Group Ltd
CAE,Cannindah Resources Ltd
SIT,Site Group International Ltd
ADD,Adavale Resources Ltd
NVU,Nanoveu Ltd
OEX,OILEX Ltd
CXZ,Connexion Telematics Ltd
ICOR,Ishares Core Corporate Bond ETF
1ST,1ST Group Ltd
SNAS,ETFs Ultra Short Nasdaq 100 Hedge Fund
PNN,Pepinnini Minerals Ltd
LCE,London City Equities Ltd
CR1,Constellation Resources Ltd
SCN,Scorpion Minerals Ltd
FFC,Farmaforce Ltd
CBE,Cobre Ltd
SIX,Sprintex Ltd
AUQ,Alara Resources Ltd
KFE,Kogi Iron Ltd
AFW,Applyflow Ltd
MRR,Minrex Resources Ltd
AIY,Authorised Investment Fund Ltd
QFY,Quantify Technology Holdings Ltd
IKW,Ikwezi Mining Ltd
BNR,Bulletin Resources Ltd
ETPMPM,ETFs Metal Securities Australia Ltd
ERG,Eneco Refresh Ltd
NZS,New Zealand Coastal Seafoods Ltd
EVZ,EVZ Ltd
BMO,Bastion Minerals Ltd
MRG,Murray River Organics Group Ltd
CZL,Consolidated ZINC Ltd
ANR,Anatara Lifesciences Ltd
WFL,Wellfully Ltd
EN1,Engage:BDR Ltd
XTC,Xantippe Resources Ltd
WBE,Whitebark Energy Ltd
WOO,Wooboard Technologies Ltd
VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund)
CFO,Cfoam Ltd
FDM,Freedom Oil and Gas Ltd
MXR,Maximus Resources Ltd
ERL,Empire Resources Ltd
ICE,Icetana Ltd
KTE,K2 Energy Ltd
PF1,Pathfinder Resources Ltd
MRD,Mount Ridley Mines Ltd
KGM,Kalnorth Gold Mines Ltd
KMT,Kopore Metals Ltd
WC8,Wildcat Resources Ltd
AGC,Australian Gold and Copper Ltd
CTE,Cryosite Ltd
AUN,Aurumin Ltd
CAP,Carpentaria Resources Ltd
OLH,Oldfields Holdings Ltd
CSE,Copper Strike Ltd
CZN,Corazon Mining Ltd
SHH,Shree Minerals Ltd
JHL,JAYEX Healthcare Ltd
RLC,Reedy Lagoon Corporation Ltd
RBR,RBR Group Ltd
CBY,Canterbury Resources Ltd
NTL,New Talisman Gold Mines Ltd
QGL,Quantum Graphite Ltd
M24,Mamba Exploration Ltd
AUDS,Betashares Strong Australian Dollar Fund (Hedge Fund)
FTZ,Fertoz Ltd
RML,Resolution Minerals Ltd
ICR,Intelicare Holdings Ltd
MLM,Metallica Minerals Ltd
N1H,N1 Holdings Ltd
GOAT,Vaneck Vectors Morningstar World Ex Australia Wide Moat ETF
YTMDX1,Equity Trustees Ltd
SHE,Stonehorse Energy Ltd
SRH,Saferoads Holdings Ltd
RAN,Range International Ltd
KSM,K2 Australian Small Cap Fund (Hedge Fund)
SIV,SIV Capital Ltd
ANL,Amani Gold Ltd
NGS,Nutritional Growth Solutions Ltd
AMD,Arrow Minerals Ltd
TRN,Torrens Mining Ltd
SER,Strategic Energy Resources Ltd
TSC,Twenty Seven Co. Ltd
CF1,Complii Fintech Solutions Ltd
AFR,African Energy Resources Ltd
DC2,DC Two Ltd
IVT,Inventis Ltd
CXX,Cradle Resources Ltd
FAU,First Au Ltd
HPR,High Peak Royalties Ltd
AQS,AQUIS Entertainment Ltd
TCO,Transmetro Corporation Ltd
TMG,Trigg Mining Ltd
GSM,Golden State Mining Ltd
TYX,Tyranna Resources Ltd
ROO,Roots Sustainable Agricultural Technologies Ltd
SCI,Silver City Minerals Ltd
ANW,Aus Tin Mining Ltd
ICN,Icon Energy Ltd
HCD,Hydrocarbon Dynamics Ltd
MSG,MCS Services Ltd
BAS,Bass Oil Ltd
GNM,Great Northern Minerals Ltd
FFF,Forbidden Foods Ltd
WCN,White Cliff Minerals Ltd
FGL,Frugl Group Ltd
YTMQF1,Equity Trustees Ltd
BUX,Buxton Resources Ltd
SRI,Sipa Resources Ltd
ODM,Odin Metals Ltd
EAX,Energy Action Ltd
GBR,Great Boulder Resources Ltd
BDG,Black Dragon Gold Corp
CDY,Cellmid Ltd
TPS,Threat Protect Australia Ltd
AVW,Avira Resources Ltd
LV1,Live Verdure Ltd
ECT,Environmental Clean Technologies Ltd
SIS,Simble Solutions Ltd
CDT,Castle Minerals Ltd
TZL,TZ Ltd
TEM,Tempest Minerals Ltd
APG,Austpac Resources NL
ENV,Enova Mining Ltd
SGI,Stealth Global Holdings Ltd
IPB,IPB Petroleum Ltd
YANK,Betashares Strong U.S. Dollar Fund (Hedge Fund)
TMK,Tamaska Oil and Gas Ltd
MOH,Moho Resources Ltd
WTL,WT Financial Group Ltd
RNE,Renu Energy Ltd
TYM,TYMLEZ Group Ltd
GED,Golden Deeps Ltd
SUH,Southern Hemisphere Mining Ltd
STK,Strickland Metals Ltd
NWM,Norwest Minerals Ltd
NMR,Native Mineral Resources Holdings Ltd
ESE,Esense-Lab Ltd
YOW,Yowie Group Ltd
MRZ,Mont Royal Resources Ltd
PVW,PVW Resources Ltd
PRS,Prospech Ltd
SRY,Story-I Ltd
RMP,Red Emperor Resources NL
BYH,Bryah Resources Ltd
KNM,Kneomedia Ltd
M2R,Miramar Resources Ltd
RCR,Rincon Resources Ltd
ENX,Enegex Ltd
APV,Appsvillage Australia Ltd
ALY,Alchemy Resources Ltd
DLT,Delta Drone International Ltd
EZZ,EZZ Life Science Holdings Ltd
EEU,Betashares Euro ETF
PAM,Pan Asia Metals Ltd
KP2,Kore Potash Plc
IS3,I Synergy Group Ltd
TKL,Traka Resources Ltd
IYLD,Ishares Yield Plus ETF
PSA,Petsec Energy Ltd
KFM,Kingfisher Mining Ltd
AOA,Ausmon Resources Ltd
GOO,Gooroo Ventures Ltd
MHK,Metal Hawk Ltd
SBR,Sabre Resources Ltd
LHM,Land & Homes Group Ltd
MQR,Marquee Resources Ltd
CRB,Carbine Resources Ltd
MLS,Metals Australia Ltd
FNT,Frontier Resources Ltd
FGO,Fargo Enterprises Ltd
NME,NEX Metals Exploration Ltd
AAP,Australian Agricultural Projects Ltd
IMPQ,Einvest Better Future Fund (Managed Fund)
LITCF,Lithium Australia NL
ERW,Errawarra Resources Ltd
LCT,Living Cell Technologies Ltd
1AG,Alterra Ltd
RAS,Ragusa Minerals Ltd
RDS,Redstone Resources Ltd
KEY,KEY Petroleum Ltd
OKR,Okapi Resources Ltd
PRM,Prominence Energy NL
AX8,Accelerate Resources Ltd
AQC,Australian Pacific Coal Ltd
POW,Protean Energy Ltd
OZM,Ozaurum Resources Ltd
AWJ,Auric Mining Ltd
BXN,Bioxyne Ltd
SP3,Spectur Ltd
OOK,Ookami Ltd
QXR,QX Resources Ltd
DDT,Datadot Technology Ltd
ERTH,Betashares Climate Change Innovation ETF
TTA,TTA Holdings Ltd
HHM,Hampton Hill Mining NL
DTI,DTI Group Ltd
TMX,Terrain Minerals Ltd
ZMI,ZINC of Ireland NL
DAF,Discovery Africa Ltd
SFM,Santa Fe Minerals Ltd
G88,Golden Mile Resources Ltd
JPR,Jupiter Energy Ltd
M8S,M8 Sustainable Ltd
KGD,Kula Gold Ltd
YTMMG2,Equity Trustees Ltd
PVL,Powerhouse Ventures Ltd
CPT,Cipherpoint Ltd
BLZ,BLAZE International Ltd
BEL,Bentley Capital Ltd
CL8,Carly Holdings Ltd
DLC,Delecta Ltd
GO2,The GO2 People Ltd
GES,Genesis Resources Ltd
PNM,Pacific Nickel Mines Ltd
ALT,Analytica Ltd
PAK,Pacific American Holdings Ltd
GGX,GAS2GRID Ltd
MEG,Megado Gold Ltd
NCR,Nucoal Resources Ltd
AEV,Avenira Ltd
YTMGP1,Equity Trustees Ltd
AAJ,Aruma Resources Ltd
RMI,Resource Mining Corporation Ltd
VIA,Viagold Rare Earth Resources Holdings Ltd
IGN,Ignite Ltd
CAU,Cronos Australia Ltd
ETPMPT,ETFs Metal Securities Australia Ltd
SAN,Sagalio Energy Ltd
YTMVC1,Equity Trustees Ltd
OPL,Opyl Ltd
CML,Chase Mining Corporation Ltd
BHD,Benjamin Hornigold Ltd
GLA,Gladiator Resources Ltd
WML,Woomera Mining Ltd
BPM,BPM Minerals Ltd
IDZ,Indoor Skydive Australia Group Ltd
XPE,Xped Ltd
THR,Thor Mining Plc
RXH,Rewardle Holdings Ltd
CUL,Cullen Resources Ltd
AHN,Athena Resources Ltd
DET,Dealt Ltd
YTMF11,Equity Trustees Ltd
LNAS,ETFs Ultra Long Nasdaq 100 Hedge Fund
CRM,Carbon Minerals Ltd
AUP,Aurora Property Buy-Write Income Trust
LIO,Lion Energy Ltd
PCL,Pancontinental Oil & Gas NL
MAX,Millinium's Alternatives Fund
YTMMGR,Equity Trustees Ltd
AER,Aeeris Ltd
WSR,Westar Resources Ltd
ETPMPD,ETFs Metal Securities Australia Ltd
RMG,RMG Ltd
IPC,Imperial Pacific Ltd
SYT,Syntonic Ltd
NOR,Norwood Systems Ltd
YTMVCX,Equity Trustees Ltd
ZEU,ZEUS Resources Ltd
SIL,Smiles Inclusive Ltd
CMC,China Magnesium Corporation Ltd
ATP,Atlas Pearls Ltd
FIN,FIN Resources Ltd
VAR,Variscan Mines Ltd
YTMSG2,Equity Trustees Ltd
T3D,333D Ltd
OKJ,Oakajee Corporation Ltd
FE8,Faster Enterprises Ltd
YTMDX2,Equity Trustees Ltd
SXX,Southern Cross Exploration N.L.
YTMAPA,Equity Trustees Ltd
EFE,Eastern Iron Ltd
YTMWE1,Equity Trustees Ltd
DMG,Dragon Mountain Gold Ltd
FTT,Factor Therapeutics Ltd
RNX,Renegade Exploration Ltd
YTMAP1,Equity Trustees Ltd
PKO,Peako Ltd
GGE,Grand Gulf Energy Ltd
NXE,New Energy Minerals Ltd
DZZF,Betashares Ethical Diversified High Growth ETF
DBBF,Betashares Ethical Diversified Balanced ETF
GPS,GPS Alliance Holdings Ltd
CMD,Cassius Mining Ltd
IMS,Impelus Ltd
YTMAST,Equity Trustees Ltd
UUV,UUV Aquabotix Ltd
CWL,Consolidated Financial Holdings Ltd
YTMNA1,Equity Trustees Ltd
MTB,Mount Burgess Mining NL
CYQ,CYCLIQ Group Ltd
LML,Lincoln Minerals Ltd
WNB,Wellness and Beauty Solutions Ltd
HGM,High Grade Metals Ltd
YTMTL1,Equity Trustees Ltd
EMP,Emperor Energy Ltd
IEQ,International Equities Corporation Ltd
MHI,Merchant House International Ltd
SVS,Sunvest Corporation Ltd
MCX,Mariner Corporation Ltd
KOR,Korab Resources Ltd
YTMSG1,Equity Trustees Ltd
CIO,Connected Io Ltd
OXX,Octanex Ltd
PKD,Parkd Ltd
ARC,Australian Rural Capital Ltd
TML,Timah Resources Ltd
DGGF,Betashares Ethical Diversified Growth ETF
KLR,Kaili Resources Ltd
IVO,Invigor Group Ltd
YTMF15,Equity Trustees Ltd
HHY,HHY Fund
YTMTCL,Equity Trustees Ltd
KKL,Kollakorn Corporation Ltd
GGOV,Betashares Global Government Bond 20+ Year ETF - Cur Hedged
DOR,Doriemus Plc
NSE,New Standard Energy Ltd
EXO,ENNOX Group Ltd
YTMTL2,Equity Trustees Ltd
YTMTLS,Equity Trustees Ltd
AO1,Assetowl Ltd
RAG,Ragnar Metals Ltd
RD1,Registry Direct Ltd
MSI,Multistack International Ltd
LVE,Love Group Global Ltd
OEQ,Orion Equities Ltd
SF1,Stemify Ltd
HOR,Horseshoe Metals Ltd
YTMF16,Equity Trustees Ltd
STC,Sinetech Ltd
MDX,Mindax Ltd
YTMF10,Equity Trustees Ltd
AXT,Argo Exploration Ltd
YTMF17,Equity Trustees Ltd
YTMAS2,Equity Trustees Ltd
AGJ,Agricultural Land Trust
MMR,Mec Resources Ltd
IEC,Intra Energy Corporation Ltd
TRM,Truscott Mining Corporation Ltd
YTMORG,Equity Trustees Ltd
YTMMQ1,Equity Trustees Ltd
LHB,Lionhub Group Ltd
YTMALD,Equity Trustees Ltd
QSS,Questus Ltd
CVS,Cervantes Corporation Ltd
YTMSG3,Equity Trustees Ltd
RMT,Rma Energy Ltd
YTMQF4,Equity Trustees Ltd
YTMF14,Equity Trustees Ltd
QSML,Vaneck Vectors MSCI Inter Small Companies QUAL ETF
VLUE,Vaneck Vectors MSCI International Value ETF
CLNE,Vaneck Vectors Global Clean Energy ETF
PWNCA,Parkway Minerals NL
GCR,Golden Cross Resources Ltd
RPG,Raptis Group Ltd
YTMDX3,Equity Trustees Ltd
AKN,Auking Mining Ltd
TNP,Triple Energy Ltd
AHK,Ark Mines Ltd
YTMIP1,Equity Trustees Ltd
YTMF07,Equity Trustees Ltd
BIR,BIR Financial Ltd
YTMBH1,Equity Trustees Ltd
TTL,Transcendence Technologies Ltd
ATM,Aneka Tambang (Persero) TBK (PT)
EMUCA,EMU NL
PBX,Pacific Bauxite Ltd
CGM,Cougar Metals NL
YTMDO2,Equity Trustees Ltd
QUE,Queste Communications Ltd
YTMF13,Equity Trustees Ltd
HRNRA,Horizon Gold Ltd
YTMWB1,Equity Trustees Ltd
YTMANZ,Equity Trustees Ltd
CCJ,County International Ltd
TOM,Tomizone Ltd
E2E,Eon NRG Ltd
ADEF,Apostle Dundas Glob Equity Class D (Managed Fund)
AIB,Aurora Global Income Trust
PCH,Property Connect Holdings Ltd
LAM,Laramide Resources Ltd
QTG,Q Technology Group Ltd
ABL,Abilene Oil and Gas Ltd
REF,Reverse Corp Ltd
CDH,Chongherr Investments Ltd
KNH,Koon Holdings Ltd
CINPA,Carlton Investments Ltd
YTMSCP,Equity Trustees Ltd
SSLPA,Sietel Ltd
WHFPA,Whitefield Ltd
